_id,Model year,Make,Model,Vehicle class,Motor (kW),Transmission,Fuel type,City (kWh/100 km),Highway (kWh/100 km),Combined (kWh/100 km),City (Le/100 km),Highway (Le/100 km),Combined (Le/100 km),Range (km),CO2 emissions (g/km),CO2 rating,Smog rating,Recharge time (h)
8610,2024,Rivian,"R1T Quad Large (21"" Wheels)",Pickup truck: Standard,650,A1,B,27.4,30.2,28.7,3.1,3.4,3.2,528,0,10,10,13
8611,2024,Rivian,"R1T Quad Large (22"" Wheels)",Pickup truck: Standard,650,A1,B,28.7,33.1,30.7,3.2,3.7,3.4,488,0,10,10,13
8612,2024,Rolls-Royce,"Spectre (22"" Wheels)",Compact,430,A1,B,27.0,24.2,25.8,3.0,2.7,2.9,468,0,10,10,11
8613,2024,Rolls-Royce,"Spectre (23"" Wheels)",Compact,430,A1,B,29.7,26.5,28.2,3.3,3.0,3.2,428,0,10,10,11
8614,2024,Rolls-Royce,"Black Badge Spectre (22"" Wheels)",Compact,485,A1,B,28.3,25.0,26.8,3.2,2.8,3.0,451,0,10,10,11
8615,2024,Rolls-Royce,"Black Badge Spectre (23"" Wheels)",Compact,485,A1,B,29.7,27.1,28.5,3.3,3.0,3.2,425,0,10,10,11
8616,2024,Subaru,Solterra AWD,Sport utility vehicle: Small,160,A1,B,18.8,22.6,20.5,2.1,2.5,2.3,359,0,10,10,11
8617,2024,Tesla,Model 3 RWD,Mid-size,192,A1,B,15.0,16.8,15.8,1.7,1.9,1.8,438,0,10,10,8.5
8618,2024,Tesla,Model 3 RWD (Import),Mid-size,202,A1,B,14.7,16.2,15.4,1.7,1.8,1.7,438,0,10,10,8.5
8619,2024,Tesla,Model 3 Long Range AWD,Mid-size,276,A1,B,15.3,16.9,16.1,1.7,1.9,1.8,549,0,10,10,10
8620,2024,Tesla,Model 3 Long Range AWD (Import),Mid-size,280,A1,B,15.5,17.0,16.2,1.7,1.9,1.8,549,0,10,10,10
8621,2024,Tesla,Model S,Full-size,494,A1,B,16.5,18.1,17.2,1.9,2.0,1.9,647,0,10,10,15
8622,2024,Tesla,"Model S Plaid (19"" Wheels)",Full-size,750,A1,B,18.8,20.4,19.6,2.1,2.3,2.2,578,0,10,10,15
8623,2024,Tesla,"Model S Plaid (21"" Wheels)",Full-size,750,A1,B,21.0,22.9,21.9,2.4,2.6,2.5,515,0,10,10,15
8624,2024,Tesla,Model X,Sport utility vehicle: Standard,494,A1,B,20.0,21.9,20.9,2.3,2.5,2.3,539,0,10,10,14
8625,2024,Tesla,"Model X Plaid (20"" Wheels)",Sport utility vehicle: Standard,750,A1,B,20.5,22.7,21.5,2.3,2.5,2.4,525,0,10,10,14
8626,2024,Tesla,"Model X Plaid (22"" Wheels)",Sport utility vehicle: Standard,750,A1,B,22.2,24.3,23.2,2.5,2.7,2.6,483,0,10,10,14
8627,2024,Tesla,Model Y RWD,Sport utility vehicle: Small,203,A1,B,16.6,18.1,17.3,1.9,2.0,1.9,394,0,10,10,8
8628,2024,Tesla,Model Y Long Range AWD,Sport utility vehicle: Small,291,A1,B,17.4,18.2,17.8,2.0,2.0,2.0,497,0,10,10,10
8629,2024,Tesla,Model Y Performance,Sport utility vehicle: Small,314,A1,B,18.3,20.4,19.2,2.1,2.3,2.2,459,0,10,10,10
8630,2024,Toyota,bZ4X,Sport utility vehicle: Small,150,A1,B,16.0,19.5,17.6,1.8,2.2,2.0,406,0,10,10,11
8631,2024,Toyota,bZ4X AWD,Sport utility vehicle: Small,160,A1,B,18.4,22.3,20.1,2.1,2.5,2.3,367,0,10,10,11
8632,2024,VinFast,VF8 ECO,Sport utility vehicle: Small,260,A1,B,26.4,29.5,27.8,3.0,3.3,3.1,425,0,10,10,12
8633,2024,VinFast,VF8 PLUS,Sport utility vehicle: Small,260,A1,B,28.4,30.8,29.5,3.2,3.5,3.3,356,0,10,10,12
8634,2024,VinFast,VF8 PLUS Performance,Sport utility vehicle: Small,300,A1,B,43.8,48.4,45.9,4.9,5.4,5.2,391,0,10,10,12
8635,2024,VinFast,VF9 ECO,Sport utility vehicle: Standard,300,A1,B,26.6,29.5,27.9,3.0,3.3,3.1,531,0,10,10,15
8636,2024,VinFast,VF9 PLUS,Sport utility vehicle: Standard,300,A1,B,29.4,31.9,30.5,3.3,3.6,3.4,468,0,10,10,15
8637,2024,Volkswagen,ID.4,Sport utility vehicle: Small,150,A1,B,18.2,21.3,19.6,2.0,2.4,2.2,332,0,10,10,6
8638,2024,Volkswagen,ID.4 S,Sport utility vehicle: Small,150,A1,B,18.2,21.3,19.6,2.0,2.4,2.2,332,0,10,10,6
8639,2024,Volkswagen,ID.4 Pro,Sport utility vehicle: Small,210,A1,B,17.1,20.2,18.5,1.9,2.3,2.1,468,0,10,10,8
8640,2024,Volkswagen,ID.4 Pro S,Sport utility vehicle: Small,210,A1,B,17.1,20.2,18.5,1.9,2.3,2.1,468,0,10,10,8
8641,2024,Volkswagen,ID.4 AWD Pro,Sport utility vehicle: Small,250,A1,B,19.4,21.9,20.5,2.2,2.5,2.3,423,0,10,10,8
8642,2024,Volkswagen,ID.4 AWD Pro S,Sport utility vehicle: Small,250,A1,B,19.4,21.9,20.5,2.2,2.5,2.3,423,0,10,10,8
8643,2024,Volvo,C40 Recharge,Sport utility vehicle: Small,185,A1,B,17.8,21.8,19.6,2.0,2.4,2.2,478,0,10,10,8
8644,2024,Volvo,C40 Recharge Twin,Sport utility vehicle: Small,300,A1,B,19.8,23.0,21.2,2.2,2.6,2.4,414,0,10,10,8
8645,2024,Volvo,XC40 Recharge,Sport utility vehicle: Small,185,A1,B,17.8,22.0,19.7,2.0,2.5,2.2,472,0,10,10,8
8646,2024,Volvo,XC40 Recharge Twin,Sport utility vehicle: Small,300,A1,B,19.8,23.4,21.4,2.2,2.6,2.4,409,0,10,10,8
