,Fuel Type Code,Station Name,Street Address,City,EV Level2 EVSE Num,EV Network,Latitude,Longitude,ID,EV Connector Types,Facility Type,EV Pricing
387,ELEC,Little Man Parking,220 E 9th St,Manhattan,6.0,EV Connect,40.729483,-73.988368,166333,J1772,PARKING_GARAGE,
388,ELEC,Little Man Parking,329 E 22nd St,Manhattan,6.0,EV Connect,40.736778,-73.979688,166334,J1772,PARKING_GARAGE,
389,ELEC,Northwell,375 Seguine Ave,Staten Island,6.0,EV Connect,40.516856,-74.196692,166366,J1772,HOSPITAL,
390,ELEC,Northwell,475 Seaview Ave,Staten Island,6.0,EV Connect,40.584259,-74.086919,166368,J1772,HOSPITAL,
391,ELEC,Staten Island Mall,2655 Richmond Ave,Staten Island,2.0,Volta,40.58333,-74.166262,166727,J1772,SHOPPING_MALL,
392,ELEC,Staten Island Mall,2655 Richmond Ave,Staten Island,4.0,Volta,40.582763,-74.167812,166728,J1772,SHOPPING_MALL,
393,ELEC,Staten Island Mall,2655 Richmond Ave,Staten Island,2.0,Volta,40.581751,-74.168466,166729,J1772,SHOPPING_MALL,
394,ELEC,Staten Island Mall,2655 Richmond Ave,Staten Island,2.0,Volta,40.581132,-74.167932,166730,J1772,SHOPPING_MALL,
395,ELEC,National Grid - Staten Island,200 Gulf Ave,Staten Island,2.0,Non-Networked,40.624733,-74.179551,167773,J1772,UTILITY,
396,ELEC,HAMPTON INN STATION 1,1120 South Ave,Staten Island,2.0,ChargePoint Network,40.612696,-74.179012,168146,J1772,,
397,ELEC,CHHA2 Garages,532 W 122nd St,New York,4.0,EV Connect,40.811438,-73.960481,168414,J1772,PAY_GARAGE,
398,ELEC,Courtyard by Marriott,183-15 Horace Harding Expy,Queens,6.0,EV Connect,40.74027,-73.790815,168422,J1772,HOTEL,
399,ELEC,STATION 4TH FL MOTORGATE 3,680 Main St,New York,2.0,ChargePoint Network,40.764464,-73.946924,168524,J1772,,
400,ELEC,STATION 4TH FL MOTORGATE #2,Main St/10 River Rd,New York,2.0,ChargePoint Network,40.764208,-73.947198,168525,J1772,,
401,ELEC,iPark 34 N 7th Street - Tesla Destination,34 N 7th St,Brooklyn,8.0,Tesla Destination,40.720475,-73.96265,168539,TESLA,,Free
402,ELEC,551W21 SR Capital - Tesla Destination,558 West 21st Street,New York,6.0,Tesla Destination,40.747278,-74.007618,168556,TESLA,,Free
403,ELEC,577 Baltic Street - Adam America Real Estate - Tesla Destination,577 Baltic Street,Brooklyn,4.0,Tesla Destination,40.681251,-73.981971,168557,TESLA,,Free
404,ELEC,610 Warren Street - Tesla Destination,610 Warren Street,Brooklyn,6.0,Tesla Destination,40.681274,-73.981216,168558,TESLA,,Free
405,ELEC,Enterprise Parking 219 E 69th St - Tesla Destination,219 E 69th St,New York,3.0,Tesla Destination,40.767519,-73.960678,168757,J1772 TESLA,,Free
406,ELEC,iPark 314 W 120th Street - Tesla Destination,314 West 120th Street,New York,3.0,Tesla Destination,40.806974,-73.954006,168885,J1772 TESLA,,Free
407,ELEC,Nap York - Tesla Destination,480 7th Avenue,New York,1.0,Tesla Destination,40.752301,-73.99,168977,TESLA,,Free
408,ELEC,Park Kwik - 110 Livingston - Tesla Destination,110 Livingston St,Brooklyn,4.0,Tesla Destination,40.690809,-73.990016,169008,J1772 TESLA,,Free
409,ELEC,Park Kwik - 211 Atlantic - Tesla Destination,211 Atlantic Ave,Brooklyn,6.0,Tesla Destination,40.689671,-73.991786,169009,J1772 TESLA,,Free
410,ELEC,Park Kwik-300 Ashland - Tesla Destination,300 Ashland Pl,Brooklyn,4.0,Tesla Destination,40.686628,-73.978374,169010,TESLA,,Free
411,ELEC,Park N Go - E 121 St - Tesla Destination,210 E 121st St,New York,4.0,Tesla Destination,40.800795,-73.937382,169011,TESLA,,Free
412,ELEC,Parkit 200 West End Ave - Tesla Destination,200 West End Ave,New York,5.0,Tesla Destination,40.777982,-73.985407,169014,J1772 TESLA,,Free
413,ELEC,Rapidpark 205 W 101st Street - Tesla Destination,205 W 101st Street,New York,3.0,Tesla Destination,40.797676,-73.968479,169060,J1772 TESLA,,Free
414,ELEC,"The Standard, East Village - Tesla Destination",25 Cooper Street,New York,3.0,Tesla Destination,40.867375,-73.924227,169201,J1772 TESLA,,Free
415,ELEC,"Trump Golf Links, Ferry Point - Tesla Destination",500 Hutchinson River Parkway,Bronx,8.0,Tesla Destination,40.811072,-73.835502,169223,TESLA,,Free
416,ELEC,Icon Parking - Claridge 87 Parking,200-206 E 88th Street,New York,1.0,Blink Network,40.779687,-73.952595,169359,J1772,,Level 2: $0.59 per kWh
417,ELEC,Imperial Parking,332-342 E 34th St,New York,2.0,Blink Network,40.7440113,-73.9741155,169851,J1772,,Level 2: $0.59 per kWh
418,ELEC,STATION 4TH FL MOTORGATE #1,688 Main St,New York,2.0,ChargePoint Network,40.764429,-73.946793,169880,J1772,,
419,ELEC,Icon Parking 1114 Ave & 6th,1114 Avenue of the Americas,New York,1.0,Blink Network,40.755245,-73.983406,169937,J1772,,Level 2: $0.59 per kWh
420,ELEC,NYC FLEET DPR_ICAHN_1_L3,10 Central Rd,New York,,ChargePoint Network,40.792194,-73.92455,170122,CHADEMO J1772COMBO,,
421,ELEC,The St. Regis,Two East 55th Street,New York,1.0,SemaCharge Network,40.7613979,-73.9746128,170181,J1772,,FREE
422,ELEC,WCS NS1 ASIA,Boston Rd,Bronx,2.0,ChargePoint Network,40.846612,-73.876323,173506,J1772,,
423,ELEC,TATABROOKFIELD #2,11 E Loop Rd,New York,1.0,ChargePoint Network,40.755077,-73.955605,174179,J1772,,
424,ELEC,TATABROOKFIELD GATEWAY #1,11 E Loop Rd,New York,1.0,ChargePoint Network,40.755024,-73.955605,174180,J1772,,
425,ELEC,TATABROOKFIELD #8,11 E Loop Rd,New York,1.0,ChargePoint Network,40.75533,-73.95569,174181,J1772,,
426,ELEC,TATABROOKFIELD #7,11 E Loop Rd,New York,1.0,ChargePoint Network,40.755314,-73.955605,174182,J1772,,
427,ELEC,TATABROOKFIELD #6,11 E Loop Rd,New York,1.0,ChargePoint Network,40.75516,-73.955605,174183,J1772,,
428,ELEC,TATABROOKFIELD #5,11 E Loop Rd,New York,1.0,ChargePoint Network,40.755142,-73.9556,174184,J1772,,
429,ELEC,TATABROOKFIELD #4,11 E Loop Rd,New York,1.0,ChargePoint Network,40.755108,-73.955605,174185,J1772,,
430,ELEC,35 SUTTON 1 SUTTON PL 2,35 Sutton Pl,New York,2.0,ChargePoint Network,40.75824,-73.95967,174616,J1772,,
431,ELEC,PANYNJ JFK Y GARAGE 1,JFK Access Rd JFK International Airport,Queens,2.0,ChargePoint Network,40.645659,-73.779481,174641,J1772,,
432,ELEC,PANYNJ JFK Y GARAGE 5,JFK Access Road JFK International Airport,Queens,2.0,ChargePoint Network,40.645916,-73.779152,174642,J1772,,
433,ELEC,PANYNJ JFK Y GARAGE 3,JFK Access Road JFK International Airport,Queens,2.0,ChargePoint Network,40.645758,-73.779314,174643,J1772,,
434,ELEC,PANYNJ LGA E GARAGE W1,East Garage E End Rd LaGuardia Airport,New York,2.0,ChargePoint Network,40.770752,-73.866327,180166,J1772,,
435,ELEC,HAMPTON INN STATION 4,1120 South Ave,Staten Island,2.0,ChargePoint Network,40.612678,-74.178885,181661,J1772,,
436,ELEC,HAMPTON INN STATION 2,1120 South Ave,Staten Island,2.0,ChargePoint Network,40.612688,-74.178948,181662,J1772,,
437,ELEC,HAMPTON INN STATION 3,1120 South Ave,Staten Island,2.0,ChargePoint Network,40.612671,-74.17882,181663,J1772,,
438,ELEC,HAMPTON INN STATION 5,1120 South Ave,Staten Island,2.0,ChargePoint Network,40.612706,-74.179076,181664,J1772,,
439,ELEC,NYC FLEET DPR_ICAHN_3_L3,10 Central Rd,New York,,ChargePoint Network,40.7923,-73.92468,181932,CHADEMO J1772COMBO,,
440,ELEC,NYC FLEET DPR_ICAHN_2_L3,10 Central Rd,New York,,ChargePoint Network,40.79237,-73.924644,181933,CHADEMO J1772COMBO,,
441,ELEC,CHHA2 Garages,351 E 84th St,New York,2.0,EV Connect,40.77599,-73.95044,183937,J1772,PARKING_GARAGE,
442,ELEC,VISN 2/NYHHCS/MANHATTAN,423 E 23rd St,New York,1.0,Non-Networked,40.737182,-73.976713,184330,J1772,FED_GOV,$0.13 per kWh
443,ELEC,FLUSHING,41-01 Main St,Queens,2.0,Non-Networked,40.756604,-73.828138,184437,J1772,FED_GOV,
444,ELEC,ANSONIA,178 Columbus Ave,New York,5.0,Non-Networked,40.77493,-73.980969,184521,J1772,FED_GOV,
445,ELEC,MANHATTAN VMF,241 11th Ave,New York,15.0,Non-Networked,40.750397,-74.006467,184561,J1772,FED_GOV,Free
446,ELEC,Canarsie - National Grid,8424 Ditmas Ave,Brooklyn,5.0,Non-Networked,40.64554,-73.918344,185493,J1772,UTILITY,
447,ELEC,1510 Lex Garage,1510 Lexington Avenue,Manhattan,1.0,Blink Network,40.786732,-73.950411,185709,J1772,,Level 2: $0.59 per kWh
448,ELEC,Beekman Garage,25 Beekman St,New York,1.0,Blink Network,40.710636,-74.006195,186601,J1772,,Level 2: $0.59 per kWh
449,ELEC,Eastway Parking,225 W 49th St,New York,2.0,Blink Network,40.76211452,-73.98525398,187765,J1772,,Level 2: $0.59 per kWh
450,ELEC,Beltmont Parking,113 E 84th St,New York,1.0,Blink Network,40.7789084,-73.957318,187814,J1772,,Level 2: $0.59 per kWh
451,ELEC,Beekman Parking,420 E 51st St,New York,2.0,Blink Network,40.7547868,-73.965044,187815,J1772,,Level 2: $0.59 per kWh
452,ELEC,Red Ball Garage,142 E 31st Street,Manhattan,1.0,Blink Network,40.74473006,-73.98049771,187816,J1772,,Level 2: $0.59 per kWh
453,ELEC,Travelers Parking,160 W 10th Street,New York,1.0,Blink Network,40.735094,-74.00187,187817,J1772,,Level 2: $0.59 per kWh
454,ELEC,Gotham Parking,550 West 45th Street,New York,2.0,Blink Network,40.763212,-73.99629,187883,J1772,,Level 2: $0.59 per kWh
455,ELEC,New Systems,337 E 64th St,New York,2.0,Blink Network,40.7632,-73.960185,187918,J1772,,Level 2: $0.59 per kWh
456,ELEC,Minetta Garage,122 West 3rd Street,New York,2.0,Blink Network,40.73137973,-74.0007049,188148,J1772,,Level 2: $0.59 per kWh
457,ELEC,Strathmore,400 E 84th St,New York,2.0,Blink Network,40.775203,-73.950295,189047,J1772,,Level 2: $0.59 per kWh
458,ELEC,Manhattan Parking Group,10 Columbus Circle,Manhattan,1.0,Blink Network,40.768721,-73.983487,189112,J1772,,Level 2: $0.59 per kWh
459,ELEC,NYC Parking 200,1081 3rd Avenue,New York,1.0,Blink Network,40.764578,-73.964757,189315,J1772,,Level 2: $0.59 per kWh
460,ELEC,Duford Studios,127 E 83rd Street,New York,1.0,Blink Network,40.778527,-73.9572042,189362,J1772,,Level 2: $0.59 per kWh
461,ELEC,Laureate Garage,2148 Broadway,New York,2.0,Blink Network,40.7820682,-73.9803779,189363,J1772,,Level 2: $0.59 per kWh
462,ELEC,Tunnel Garage,300 E 34th Street,New York,1.0,Blink Network,40.745282,-73.975719,189546,J1772,,Level 2: $0.59 per kWh
463,ELEC,Icon Parking - Hudson,375 Hudson Street,New York,1.0,Blink Network,40.728704,-74.00765,189759,J1772,,Level 2: $0.59 per kWh
464,ELEC,GMC Parking Garage - 200 Central,200 Central Park South,New York,1.0,Blink Network,40.766719,-73.979533,190107,J1772,,Level 2: $0.59 per kWh
465,ELEC,Discover 97 Parking LLC,750 Columbus Avenue,New York,2.0,Blink Network,40.793416,-73.967719,190531,J1772,,Level 2: $0.59 per kWh
466,ELEC,iPark - 67th Street,3 East 67th Street,New York,1.0,Blink Network,40.769134,-73.968707,190532,J1772,,Level 2: $0.59 per kWh
467,ELEC,5935 Broadway,5935 Broadway,Bronx,4.0,FLO,40.888461,-73.899119,191505,J1772,,
468,ELEC,3474 Putnam Place,3474 Putnam Place,Bronx,2.0,FLO,40.879413,-73.875485,191506,J1772,,
469,ELEC,GMC Vic Mar Parking,8 E 83rd St,New York,1.0,Blink Network,40.779829,-73.960581,192740,J1772,,Level 2: $0.59 per kWh
470,ELEC,4 W 93rd St,4 W 93rd St,New York,2.0,FLO,40.789958,-73.966488,192949,J1772,,
471,ELEC,NYC FLEET DPRWFMARINA#3,109-5 Marina Rd,Queens,1.0,ChargePoint Network,40.760424,-73.856316,193126,J1772,,
472,ELEC,NYC FLEET DPR_VCP-ARC1,189 Van Cortlandt Ave W,Bronx,1.0,ChargePoint Network,40.88734,-73.89526,193837,J1772,,
473,ELEC,NYC FLEET DPR_VCP-ARC2,Van Cortlandt Park Major Deegan Expy,Bronx,1.0,ChargePoint Network,40.892423,-73.882373,193838,J1772,,
474,ELEC,NYC Parking Kent,444 Kent Avenue,Brooklyn,2.0,Blink Network,40.709168,-73.968491,193979,J1772,,Level 2: $0.59 per kWh
475,ELEC,iPark - Enterprise Parking,315 E 40th Street,New York,1.0,Blink Network,40.748359,-73.972213,193980,J1772,,Level 2: $0.59 per kWh
476,ELEC,170 E End Ave,170 E End Ave,New York,2.0,FLO,40.775792,-73.944015,194168,J1772,,
477,ELEC,498 E 67th St,498 E 67th St,New York,2.0,FLO,40.763723,-73.956354,194169,J1772,,
478,ELEC,101 E 78th St,101 E 78th St,New York,2.0,FLO,40.774878,-73.960671,194170,J1772,,
479,ELEC,383 Court St,383 Court St,Brooklyn,2.0,FLO,40.680484,-73.996719,194646,J1772,,
480,ELEC,99 Prospect Park W,99 Prospect Park W,Brooklyn,2.0,FLO,40.66696,-73.975032,194647,J1772,,
481,ELEC,Revel Brooklyn Superhub,467 Marcy Ave,Brooklyn,,EVGATEWAY,40.69933379421704,-73.94966479629517,194700,CHADEMO J1772COMBO TESLA,PARKING_LOT,$0.39 per kWh
482,ELEC,"Walgreens - Brooklyn, NY #15097",589 Prospect Avenue,Brooklyn,1.0,SemaCharge Network,40.6567801,-73.9777597,194845,J1772,,$2.00/Hr Parking Fee
483,ELEC,EVolve NY JFK Airport,130th Place Between E & W Hangar Road,Queens,,Electrify America,40.656083,-73.808091,194919,CHADEMO J1772COMBO,,
484,ELEC,iPark - 59 Allen Street Garage,59 Allen Street,New York,2.0,Blink Network,40.717195,-73.991658,195054,J1772,,Level 2: $0.59 per kWh
485,ELEC,Peninsula New York,700 5th Avenue,New York,1.0,SemaCharge Network,40.7616221,-73.9754656,195065,J1772,,FREE
486,ELEC,33 Norman Ave,33 Norman Ave,Brooklyn,4.0,FLO,40.724591,-73.954512,195667,J1772,,
487,ELEC,1235 Linden Blvd,1235 Linden Blvd,Brooklyn,4.0,FLO,40.654381,-73.913436,195668,J1772,,
488,ELEC,1065 Elton St,1065 Elton St,Brooklyn,4.0,FLO,40.657441,-73.874619,196329,J1772,,
489,BD,NPS NERO - STIS - Fort Wadsworth - Mechanic Shop - Fuel Station 1,207 New York Ave,Staten Island,,,40.60391,-74.058548,196609,,NATL_PARK,
490,E85,NPS NERO - STIS - Fort Wadsworth - Mechanic Shop - Fuel Station 1,207 New York Ave,Staten Island,,,40.60391,-74.058548,196619,,NATL_PARK,
491,ELEC,626 Sheepshead Bay Rd - Parking,626 Sheepshead Bay Rd,Brooklyn,7.0,Blink Network,40.57863,-73.975218,197548,J1772,,Level 2: $0.59 per kWh
492,ELEC,Gramercy Plaza  - Parking Garage,130 East 18th St,New York,2.0,Blink Network,40.7362174,-73.98666508,197593,J1772,,Level 2: $0.59 per kWh
493,ELEC,597 Clarkson Ave,597 Clarkson Ave,Brooklyn,4.0,FLO,40.656102,-73.940436,197855,J1772,,
494,ELEC,277 Park Avenue,277 Park Ave,New York,20.0,EV Connect,40.7548972601546,-73.9741069536151,198016,J1772,PARKING_GARAGE,
495,ELEC,West 90th Garage Corp,101 W 90th St,New York,6.0,EV Connect,40.7893808473284,-73.9708225218492,198017,J1772,PARKING_GARAGE,
496,ELEC,Walgreens,589 Prospect Ave,Brooklyn,,eVgo Network,40.656459,-73.977527,198587,CHADEMO J1772COMBO,,
497,ELEC,167-149 Meeker Ave,167-149 Meeker Ave,Brooklyn,6.0,FLO,40.714318,-73.953186,199108,J1772,,
498,ELEC,831 3rd Ave,831 3rd Ave,Brooklyn,6.0,FLO,40.6567661818936,-74.0048016913848,199508,J1772,,
499,ELEC,115 Fort Washington Ave,115 Fort Washington Ave,New York,2.0,FLO,40.839756,-73.943345,200474,J1772,,
500,ELEC,2 Bedford Park Blvd W,2 Bedford Park Blvd W,Bronx,4.0,FLO,40.875421459966,-73.8939407447884,200599,J1772,,
501,ELEC,Highrise Parking,210 W 71st Street,New York,1.0,Blink Network,40.777905,-73.982299,200627,J1772,,Level 2: $0.59 per kWh
502,ELEC,NYU NYU # 2,2 Washington Square Village,New York,2.0,ChargePoint Network,40.728283,-73.997251,200987,J1772,,
503,ELEC,NYU NYU # 1,2 Washington Square Village,New York,2.0,ChargePoint Network,40.72808,-73.99724,200988,J1772,,
504,ELEC,3500 Dekalb Ave,3500 Dekalb Ave,Bronx,2.0,FLO,40.882337,-73.880265,201636,J1772,,
505,ELEC,Central Parking - 109 E 58th Street,109 E 58th Street,New York,1.0,Blink Network,40.762199,-73.969557,201870,J1772,,Level 2: $0.59 per kWh
506,ELEC,Central Parking - 350 E 30th Street,350 E 30th Street,New York,1.0,Blink Network,40.741065,-73.975788,201878,J1772,,Level 2: $0.59 per kWh
507,ELEC,7 Marcus Garvey Blvd,7 Marcus Garvey Blvd,Brooklyn,2.0,FLO,40.700039,-73.941261,202055,J1772,,
508,ELEC,145 Brooklyn Ave,145 Brooklyn Ave,Brooklyn,2.0,FLO,40.674612,-73.944569,202163,J1772,,
509,ELEC,484 43rd St,484 43rd St,Brooklyn,2.0,FLO,40.649116,-74.006479,202164,J1772,,
510,ELEC,352 8th St,352 8th St,Brooklyn,2.0,FLO,40.668517,-73.983283,202165,J1772,,
511,ELEC,395 Lenox Rd,395 Lenox Rd,Brooklyn,4.0,FLO,40.654476,-73.946741,202766,J1772,,
512,ELEC,419 Stuyvesant Ave,419 Stuyvesant Ave,Brooklyn,2.0,FLO,40.679727,-73.931347,202930,J1772,,
513,ELEC,134 N 4th St,134 N 4th St,Brooklyn,4.0,FLO,40.716441,-73.960043,202931,J1772,,
514,ELEC,33-10 Queens Blvd,33-10 Queens Blvd,Queens,4.0,FLO,40.7443625,-73.93112013,204691,J1772,,
515,ELEC,7-Eleven,500 Baychester Ave,Bronx,4.0,EV Connect,40.8690276772083,-73.8315760899824,205822,J1772,GAS_STATION,
516,ELEC,Northeast Bronx YMCA,1250 E 229th St,Bronx,4.0,Non-Networked,40.8827858370269,-73.8419855959349,205826,J1772,REC_SPORTS_FACILITY,
517,ELEC,LIN-DAN RICK,329 E 21st St,New York,2.0,ChargePoint Network,40.736148,-73.980154,205858,J1772,,
518,ELEC,LIN-DAN MORTY,329 E 21st St,New York,2.0,ChargePoint Network,40.736161,-73.980267,205859,J1772,,
519,ELEC,1 WATERLINE STATION#8,10 Riverside Blvd,New York,2.0,ChargePoint Network,40.772871,-73.992514,207729,J1772,,
520,ELEC,1 WATERLINE STATION#3,10 Riverside Blvd,New York,2.0,ChargePoint Network,40.773005,-73.992868,207730,J1772,,
521,ELEC,1 WATERLINE STATION#2,10 Riverside Blvd,New York,2.0,ChargePoint Network,40.772952,-73.992622,207731,J1772,,
522,ELEC,1 WATERLINE STATION#1,10 Riverside Blvd,New York,2.0,ChargePoint Network,40.772896,-73.992536,207795,J1772,,
523,ELEC,1 WATERLINE STATION#5,10 Riverside Blvd,New York,2.0,ChargePoint Network,40.772904,-73.992514,207796,J1772,,
524,ELEC,1 WATERLINE STATION#4,10 Riverside Blvd,New York,2.0,ChargePoint Network,40.77292,-73.992546,207888,J1772,,
525,ELEC,1 WATERLINE STATION#6,10 Riverside Blvd,New York,2.0,ChargePoint Network,40.772912,-73.992589,207889,J1772,,
526,ELEC,WATERLINE 2W STATION 2,400 W 61st St,New York,2.0,ChargePoint Network,40.7733,-73.991532,211962,J1772,,
527,ELEC,Stop & Shop #566 - Arverne By-the-sea,70-20 Rockaway Beach Blvd,Queens,2.0,Volta,40.589841,-73.800082,212485,J1772,,
528,ELEC,Icon Mercury Parking,350 W 50th Street,New York,1.0,Blink Network,40.76324463,-73.98864745,213081,J1772,,Level 2: $0.59 per kWh
529,ELEC,SP+ - 200 Chambers Street Garage,200 Chambers St,New York,1.0,Blink Network,40.7163,-74.01258,213516,J1772,,Level 2: $0.59 per kWh
530,ELEC,Eventi Hotel,851 Avenue of the Americas,New York,1.0,Blink Network,40.758681,-73.98135,213916,J1772,,Level 2: $0.59 per kWh
531,ELEC,79-01 Broadway,79-01 Broadway,Queens,2.0,FLO,40.745853,-73.884134,216616,J1772,,
532,ELEC,34-20 30th Ave,34-20 30th Ave,Queens,2.0,FLO,40.7652332,-73.9184356,216617,J1772,,
533,ELEC,125 W 76th Street,125 W 76th Street,New York,2.0,FLO,40.7803975,-73.9777289,216618,J1772,,
534,ELEC,COLUMBIA 560 RSD - 2,560 Riverside Drive,New York,2.0,ChargePoint Network,40.816698,-73.960577,217316,J1772,,
535,ELEC,Central Parking - 115 E 87th St,115 East 87th Street,New York,2.0,Blink Network,40.780678,-73.956269,217341,J1772,,Level 2: $0.59 per kWh
536,ELEC,INDUSTRY CITY LOT B EAST,533 2nd Ave,Brooklyn,2.0,ChargePoint Network,40.659338,-74.006454,217354,J1772,,
537,ELEC,Bridge Towers Location 1,111 Wadsworth Ave,New York,5.0,Blink Network,40.848202,-73.935857,218294,J1772,,Level 2: $0.59 per kWh
538,ELEC,Energy Plus Site 8,11 Riverside Dr,New York,1.0,Blink Network,40.781104,-73.984478,219453,J1772,,Level 2: $0.59 per kWh
539,ELEC,Empire Outlets Garage,35B Richmond Terrace,Staten Island,5.0,Volta,40.6447631696563,-74.0758370071514,220701,J1772,PARKING_GARAGE,
540,ELEC,T.J. Maxx,430 New Drop Ln,Staten Island,2.0,Volta,40.5690444034597,-74.1095755305259,220702,J1772,PARKING_LOT,
541,ELEC,Prestige Parking Corp,25 Sutton Place South,New York,1.0,Blink Network,40.7565187377,-73.9610743999,221322,J1772,,Level 2: $0.59 per kWh
542,ELEC,First Avenue Parking,630 1st Avenue,New York,2.0,Blink Network,40.745096,-73.971921,221326,J1772,,Level 2: $0.59 per kWh
543,ELEC,HCBR STATION 1,9013 4th Ave,Brooklyn,1.0,ChargePoint Network,40.619335,-74.029466,221556,J1772,,
544,ELEC,MPG Parking,475 West 41st St,New York,2.0,Blink Network,40.758967,-73.995189,221880,J1772,,Level 2: $0.59 per kWh
545,ELEC,266 13th St,266 13th St,Brooklyn,2.0,FLO,40.667017,-73.988698,222574,J1772,,
546,ELEC,160 W 84th St,160 W 84th St,Manhattan,2.0,FLO,40.786312,-73.97569,222579,J1772,,
547,ELEC,Rapid Park - 204 W 101 st,204 W 101st St,New York,8.0,LIVINGSTON,40.79743,-73.9687,223088,J1772,PARKING_GARAGE,
548,ELEC,Rapid Park - 205 W 101 st,205 W 101st St,New York,8.0,LIVINGSTON,40.79766,-73.96838,223089,J1772,PARKING_GARAGE,
549,ELEC,Rapid Park - 44 State St,44 State St,Brooklyn,6.0,LIVINGSTON,40.6918,-73.99829,223100,J1772,PAY_GARAGE,
550,ELEC,411 West 55th St,411 W 55th St,New York,4.0,LIVINGSTON,40.76709,-73.98733,223115,J1772,PAY_GARAGE,
551,ELEC,906 Union St,906 Union St,Brooklyn,4.0,LIVINGSTON,40.67283,-73.97175,223116,J1772,PAY_GARAGE,
552,ELEC,301 E. 79th St.,301 E. 79th St.,New York,4.0,LIVINGSTON,40.76939,-73.96546,223240,J1772,PAY_GARAGE,
553,ELEC,550 W. 45th St.,550 W. 45th St,New York,4.0,LIVINGSTON,40.7624,-73.99635,223241,J1772,PAY_GARAGE,
554,ELEC,435 E. 55th St.,435 E 55th St,New York,4.0,LIVINGSTON,40.75657,-73.96226,223256,J1772,PAY_GARAGE,
555,ELEC,420 E. 53rd St.,420 E 53rd,New York,6.0,LIVINGSTON,40.75527,-73.96386,223257,J1772,PAY_GARAGE,
556,ELEC,449 East 49th Street,449 East 49th Street,New York,6.0,LIVINGSTON,40.75267,-73.96482,223258,J1772,PAY_GARAGE,
557,ELEC,337 E 64th St.,337 East 64th St,New York,4.0,LIVINGSTON,40.76327,-73.96024,223264,J1772,PAY_GARAGE,
558,ELEC,4 W 21st St.,4 W 21st St,New York,4.0,LIVINGSTON,40.74057,-73.99147,223265,J1772,PAY_GARAGE,
559,ELEC,210 W 76th St.,210 W 76th St,New York,4.0,LIVINGSTON,40.78126,-73.98044,223266,J1772,PAY_GARAGE,
560,ELEC,142 E 31st St.,142 E 31st St,New York,4.0,LIVINGSTON,40.74415,-73.98046,223267,J1772,PAY_GARAGE,
561,ELEC,44 W 62nd St.,44 W 62nd St,New York,4.0,LIVINGSTON,40.7708,-73.98323,223268,J1772,PAY_GARAGE,
562,ELEC,333 E 75th St.,333 E 75th St,New York,4.0,LIVINGSTON,40.7702,-73.95525,223269,J1772,PAY_GARAGE,
563,ELEC,225 W 49th St,225 W 49th St,New York,4.0,LIVINGSTON,40.76154,-73.98518,223273,J1772,PAY_GARAGE,
564,ELEC,11 East 86th Street,11 East 86th St,New York,2.0,LIVINGSTON,40.78147,-73.95986,223278,J1772,PAY_GARAGE,
565,ELEC,110 East End Ave,110 East End Ave,New York,4.0,LIVINGSTON,40.77447,-73.94599,223281,J1772,PAY_GARAGE,
566,ELEC,200 East End Ave,200 East End Ave,New York,4.0,LIVINGSTON,40.77729,-73.94355,223282,J1772,PAY_GARAGE,
567,ELEC,55 East End Ave,55 East End Ave,New York,6.0,LIVINGSTON,40.772,-73.94639,223283,J1772,PAY_GARAGE,
568,ELEC,305 East 80th Street,305 East 80th St,New York,4.0,LIVINGSTON,40.77397,-73.9539,223292,J1772,PAY_GARAGE,
569,ELEC,231 E 94th Street,231 E 94th St,New York,4.0,LIVINGSTON,40.78351,-73.94888,223297,J1772,PAY_GARAGE,
570,ELEC,203 E 71st St.,203 E 71st St,New York,4.0,LIVINGSTON,40.76894,-73.96047,223298,J1772,PAY_GARAGE,
571,ELEC,181 E 73rd Street,181 East 73rd St,New York,4.0,LIVINGSTON,40.77082,-73.96068,223299,J1772,PAY_GARAGE,
572,ELEC,191 East 71st Street,191 E 71st St,New York,4.0,LIVINGSTON,40.76942,-73.76942,223300,J1772,PAY_GARAGE,
573,ELEC,DOCK STATION 9,1540 Broadway,New York,1.0,ChargePoint Network,40.761082,-73.968188,223322,J1772,,
574,ELEC,DOCK STATION 10,1540 Broadway,New York,1.0,ChargePoint Network,40.757839,-73.984391,223323,J1772,,
575,ELEC,Lincoln Square Garage,178 W 69th Street,New York,1.0,Blink Network,40.776152,-73.98282,223392,J1772,,Level 2: $0.59 per kWh
576,ELEC,320 Mason Ave,320 Mason Ave,New York,4.0,FLO,40.5849843769658,-74.0880435921124,223526,J1772,,
577,ELEC,Supercharge NYC,1074 Grand St,Brooklyn,2.0,CHARGELAB,40.7136044677631,-73.93309885767226,223588,CHADEMO J1772,OTHER,0.43 kW/h
578,ELEC,35 Red Cross Pl,35 Red Cross Pl,Brooklyn,1.0,FLO,40.6994875,-73.9895156,223717,J1772,,
579,ELEC,Delancey & Essex Municipal Parking Garage,107 Essx St,New York,,EV Connect,40.7193187,-73.9881965,224172,CHADEMO J1772COMBO,PARKING_GARAGE,
580,ELEC,40 N 4th St Apartments,40 N 4th ST,Brooklyn,16.0,Blink Network,40.718391,-73.963339,224261,J1772,,Level 2: $0.59 per kWh
